pct,Experiment,mixture,tax_name,tool,reads
0,E.coli - S.flexneri,50.0/50.0,Lactobacillus delbrueckii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Lactobacillus paracasei,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Lactobacillus ruminis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Listeria monocytogenes,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Corynebacterium pseudotuberculosis,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Propionibacterium acnes,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Mycobacterium phlei,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Rhodococcus erythropolis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sphaerobacter thermophilus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Mycoplasma mycoides,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Methanocaldococcus jannaschii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Methanosarcina barkeri,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Halobacterium salinarum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sulfolobus acidocaldarius,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Gardnerella vaginalis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Carnobacterium maltaromaticum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Alteromonas macleodii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Odoribacter splanchnicus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Vibrio nigripulchritudo,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Acetohalobium arabaticum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Ornithobacterium rhinotracheale,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,[Clostridium] propionicum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Burkholderia pseudomallei,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pectobacterium atrosepticum,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Yersinia frederiksenii,Centrifuge,8.09E-06
0,E.coli - S.flexneri,50.0/50.0,Yersinia rohdei,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Yersinia ruckeri,Centrifuge,1.08E-05
0,E.coli - S.flexneri,50.0/50.0,Vibrio furnissii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Rhodothermus marinus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Taylorella equigenitalis,Centrifuge,1.08E-05
0,E.coli - S.flexneri,50.0/50.0,Acidithiobacillus caldus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Geobacillus thermodenitrificans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Rahnella aquatilis,Centrifuge,6.29E-06
0,E.coli - S.flexneri,50.0/50.0,Geobacter sulfurreducens,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Thiomicrospira crunogena,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Aliivibrio salmonicida,Centrifuge,3.59E-06
0,E.coli - S.flexneri,50.0/50.0,Leptotrichia buccalis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Xenorhabdus bovienii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas denitrificans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Tolumonas auensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Vibrio scophthalmi,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Bibersteinia trehalosi,Centrifuge,5.39E-06
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas corrugata,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Xanthomonas fragariae,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Wigglesworthia glossinidia,Centrifuge,5.39E-06
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas citronellolis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sediminispirochaeta smaragdinae,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pectobacterium wasabiae,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Janthinobacterium agaricidamnosum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Xanthomonas sacchari,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Psychroflexus torquis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Paenibacillus mucilaginosus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Shewanella baltica,Centrifuge,3.59E-06
0,E.coli - S.flexneri,50.0/50.0,Actinobacillus succinogenes,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Streptomyces pactum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Shewanella oneidensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Photobacterium profundum,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas balearica,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Mannheimia haemolytica,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Prevotella enoeca,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas monteilii,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Bacillus clausii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Aliivibrio wodanis,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Treponema brennaborense,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Cupriavidus gilardii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pragia fontium,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Aminobacter aminovorans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Clostridium autoethanogenum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Desulfotalea psychrophila,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Mannheimia varigena,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Achromobacter xylosoxidans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Saccharophagus degradans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Thioalkalimicrobium aerophilum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pandoraea pnomenusa,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Edwardsiella hoshinae,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Legionella fallonii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Cupriavidus metallidurans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,secondary endosymbiont of Heteropsylla cubana,Centrifuge,3.59E-06
0,E.coli - S.flexneri,50.0/50.0,Desulfitobacterium metallireducens,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sulfuricurvum kujiense,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Burkholderia ambifaria,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas cremoricolorata,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Chromohalobacter salexigens,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Hahella chejuensis,Centrifuge,4.49E-06
0,E.coli - S.flexneri,50.0/50.0,Novosphingobium resinovorum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Paenibacillus borealis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Acidithiobacillus ferrivorans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Ishikawaella capsulata,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Laribacter hongkongensis,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Salinispora tropica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Thermodesulfatator indicus,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Erwinia billingiae,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Thermodesulfobium narugense,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Corallococcus coralloides,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Oleispira antarctica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Vibrio coralliilyticus,Centrifuge,9.89E-06
0,E.coli - S.flexneri,50.0/50.0,Clostridium carboxidivorans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Dyella japonica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Belliella baltica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudoalteromonas sp. SM9913,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas alkylphenolia,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Mahella australiensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Paraburkholderia phenoliruptrix,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Desulfatibacillum alkenivorans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Yersinia aleksiciae,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Sphingopyxis granuli,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Methylomicrobium alcaliphilum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Shewanella sediminis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Photorhabdus asymbiotica,Centrifuge,1.17E-05
0,E.coli - S.flexneri,50.0/50.0,Emticicia oligotrophica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas entomophila,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Alteromonas mediterranea,Centrifuge,6.29E-06
0,E.coli - S.flexneri,50.0/50.0,Pseudoxanthomonas suwonensis,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Coxiella endosymbiont of Amblyomma americanum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Truepera radiovictrix,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Alkalilimnicola ehrlichii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Psychromonas ingrahamii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Verminephrobacter eiseniae,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sulfurospirillum cavolei,Centrifuge,3.59E-06
0,E.coli - S.flexneri,50.0/50.0,Yersinia similis,Centrifuge,4.49E-06
0,E.coli - S.flexneri,50.0/50.0,Shewanella piezotolerans,Centrifuge,3.59E-06
0,E.coli - S.flexneri,50.0/50.0,Paraburkholderia rhizoxinica,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Streptomyces sp. CNQ-509,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Simiduia agarivorans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Serratia sp. SCBI,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Bacillus velezensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Muricauda lutaonensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Actinomyces oris,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Photorhabdus temperata,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Synechococcus sp. KORDI-49,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas chlororaphis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Alteromonas australica,Centrifuge,7.19E-06
0,E.coli - S.flexneri,50.0/50.0,Mesorhizobium opportunistum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Bifidobacterium kashiwanohense,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Candidatus Babela massiliensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Tannerella sp. oral taxon HOT-286,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sphingomonas sp. MM-1,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Weissella ceti,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Desulfosporosinus acidiphilus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Plautia stali symbiont,Centrifuge,2.25E-05
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas brassicacearum,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Marinomonas posidonica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Staphylococcus argenteus,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Moranella endobia,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Gullanella endobia,Centrifuge,5.39E-06
0,E.coli - S.flexneri,50.0/50.0,Leptolyngbya sp. O-77,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Niabella ginsenosidivorans,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Komagataeibacter medellinensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas sp. UW4,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Corynebacterium lactis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Pantoea carbekii,Centrifuge,4.49E-06
0,E.coli - S.flexneri,50.0/50.0,endosymbiont of unidentified scaly snail isolate Monju,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Flammeovirgaceae bacterium 311,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Intestinimonas butyriciproducens,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Mucilaginibacter sp. PAMC 26640,Centrifuge,4.49E-06
0,E.coli - S.flexneri,50.0/50.0,Salinispira pacifica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Kosmotoga pacifica,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Tachikawaea gelatinosa,Centrifuge,9.89E-06
0,E.coli - S.flexneri,50.0/50.0,Marinobacter similis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Gynuella sunshinyii,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Burkholderiales bacterium GJ-E10,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Hymenobacter sp. PAMC 26554,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Arthrobacter sp. PAMC 25486,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pseudomonas sp. Os17,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Jeotgalibacillus malaysiensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sphingobacterium sp. ML3W,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sedimenticola thiotaurini,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Bacillus sp. X1(2014),Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Coxiella-like endosymbiont,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Sphingomonas hengshuiensis,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Erwinia gerundensis,Centrifuge,4.49E-06
0,E.coli - S.flexneri,50.0/50.0,Hoeflea sp. IMCC20628,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Janthinobacterium sp. 1_2014MBL_MicDiv,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Anabaena sp. wa102,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Salmonella phage SEN22,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Pedobacter sp. PACM 27299,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Marinobacter sp. LQ44,Centrifuge,1.80E-06
0,E.coli - S.flexneri,50.0/50.0,Kurthia sp. 11kri321,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Leptolyngbya sp. NIES-3755,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Doolittlea endobia,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Candidatus Hoaglandella endobia,Centrifuge,8.99E-06
0,E.coli - S.flexneri,50.0/50.0,Variovorax sp. PAMC 28711,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Gammaproteobacteria bacterium TR3.2,Centrifuge,2.70E-06
0,E.coli - S.flexneri,50.0/50.0,Colwellia sp. PAMC 20917,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Erwinia phage vB_EamM_Huxley,Centrifuge,8.99E-07
0,E.coli - S.flexneri,50.0/50.0,Hyphomonas sp. Mor2,Centrifuge,8.99E-07
0.852835,E.coli - S.flexneri,90.0/10.0,Escherichia coli,Centrifuge,0.946355955
0.131952,E.coli - S.flexneri,90.0/10.0,Shigella flexneri,Centrifuge,0.042902838
0.00514123,E.coli - S.flexneri,90.0/10.0,Enterobacter asburiae,Centrifuge,0.000553561
0.00268704,E.coli - S.flexneri,90.0/10.0,Enterobacteria phage cdtI,Centrifuge,7.51E-06
0.00263063,E.coli - S.flexneri,90.0/10.0,Enterobacteria phage SfI,Centrifuge,8.14E-06
0.000816204,E.coli - S.flexneri,90.0/10.0,Shigella boydii,Centrifuge,0.001893629
0.000726589,E.coli - S.flexneri,90.0/10.0,Shigella dysenteriae,Centrifuge,0.001765884
0.000496018,E.coli - S.flexneri,90.0/10.0,Shigella sp. PAMC 28760,Centrifuge,0.000237956
0.000491418,E.coli - S.flexneri,90.0/10.0,Salmonella enterica,Centrifuge,0.001004425
0.000420093,E.coli - S.flexneri,90.0/10.0,Enterobacteria phage Sf101,Centrifuge,1.88E-06
0.000392441,E.coli - S.flexneri,90.0/10.0,Escherichia fergusonii,Centrifuge,0.000872923
0.000368045,E.coli - S.flexneri,90.0/10.0,Escherichia albertii,Centrifuge,0.000853511
0.000361882,E.coli - S.flexneri,90.0/10.0,Shigella sonnei,Centrifuge,0.000964974
0.000154109,E.coli - S.flexneri,90.0/10.0,Yersinia pestis,Centrifuge,6.89E-05
0.00011619,E.coli - S.flexneri,90.0/10.0,Citrobacter koseri,Centrifuge,2.82E-05
5.40E-05,E.coli - S.flexneri,90.0/10.0,Erwinia sp. Ejp617,Centrifuge,3.95E-05
4.13E-05,E.coli - S.flexneri,90.0/10.0,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,Centrifuge,1.25E-06
3.13E-05,E.coli - S.flexneri,90.0/10.0,synthetic construct,Centrifuge,0.000279911
2.86E-05,E.coli - S.flexneri,90.0/10.0,Pantoea ananatis,Centrifuge,2.19E-05
2.50E-05,E.coli - S.flexneri,90.0/10.0,Citrobacter sp. FDAARGOS_156,Centrifuge,9.39E-06
2.14E-05,E.coli - S.flexneri,90.0/10.0,Klebsiella pneumoniae,Centrifuge,0.000150288
1.69E-05,E.coli - S.flexneri,90.0/10.0,Pluralibacter gergoviae,Centrifuge,6.26E-06
1.60E-05,E.coli - S.flexneri,90.0/10.0,Leclercia adecarboxylata,Centrifuge,1.25E-05
1.53E-05,E.coli - S.flexneri,90.0/10.0,Enterobacter ludwigii,Centrifuge,1.94E-05
1.32E-05,E.coli - S.flexneri,90.0/10.0,Enterobacteriaceae bacterium strain FGI 57,Centrifuge,2.94E-05
1.03E-05,E.coli - S.flexneri,90.0/10.0,Citrobacter amalonaticus,Centrifuge,5.01E-05
7.46E-06,E.coli - S.flexneri,90.0/10.0,Shimwellia blattae,Centrifuge,9.39E-06
6.90E-06,E.coli - S.flexneri,90.0/10.0,Francisella noatunensis,Centrifuge,1.25E-06
6.77E-06,E.coli - S.flexneri,90.0/10.0,Streptococcus pneumoniae,Centrifuge,1.25E-06
6.70E-06,E.coli - S.flexneri,90.0/10.0,Cronobacter turicensis,Centrifuge,2.50E-06
6.10E-06,E.coli - S.flexneri,90.0/10.0,Kosakonia oryzae,Centrifuge,1.00E-05
5.77E-06,E.coli - S.flexneri,90.0/10.0,Proteus mirabilis,Centrifuge,1.88E-06
5.65E-06,E.coli - S.flexneri,90.0/10.0,Serratia sp. AS12,Centrifuge,2.50E-06
5.47E-06,E.coli - S.flexneri,90.0/10.0,Lactobacillus reuteri,Centrifuge,6.26E-07
5.47E-06,E.coli - S.flexneri,90.0/10.0,Collimonas fungivorans,Centrifuge,6.26E-07
5.20E-06,E.coli - S.flexneri,90.0/10.0,Citrobacter freundii,Centrifuge,5.01E-05
5.20E-06,E.coli - S.flexneri,90.0/10.0,Klebsiella oxytoca,Centrifuge,0.000613676
4.98E-06,E.coli - S.flexneri,90.0/10.0,Vibrio cholerae,Centrifuge,1.88E-05
4.88E-06,E.coli - S.flexneri,90.0/10.0,Dickeya zeae,Centrifuge,5.01E-06
4.48E-06,E.coli - S.flexneri,90.0/10.0,[Enterobacter] aerogenes,Centrifuge,2.44E-05
4.34E-06,E.coli - S.flexneri,90.0/10.0,Citrobacter rodentium,Centrifuge,4.63E-05
4.28E-06,E.coli - S.flexneri,90.0/10.0,Acinetobacter sp. ADP1,Centrifuge,6.26E-07
4.20E-06,E.coli - S.flexneri,90.0/10.0,Xenorhabdus poinarii,Centrifuge,4.38E-06
4.14E-06,E.coli - S.flexneri,90.0/10.0,Edwardsiella tarda,Centrifuge,5.64E-06
3.70E-06,E.coli - S.flexneri,90.0/10.0,Enterobacter lignolyticus,Centrifuge,2.25E-05
3.70E-06,E.coli - S.flexneri,90.0/10.0,Lelliottia amnigena,Centrifuge,1.75E-05
3.58E-06,E.coli - S.flexneri,90.0/10.0,Sodalis glossinidius,Centrifuge,4.38E-06
3.44E-06,E.coli - S.flexneri,90.0/10.0,Salmonella bongori,Centrifuge,1.57E-05
3.19E-06,E.coli - S.flexneri,90.0/10.0,Pectobacterium carotovorum,Centrifuge,7.51E-06
3.15E-06,E.coli - S.flexneri,90.0/10.0,Pantoea vagans,Centrifuge,1.25E-06
3.02E-06,E.coli - S.flexneri,90.0/10.0,Photorhabdus asymbiotica,Centrifuge,7.51E-06
2.44E-06,E.coli - S.flexneri,90.0/10.0,Pantoea sp. At-9b,Centrifuge,8.14E-06
2.14E-06,E.coli - S.flexneri,90.0/10.0,Paenibacillus sp. JDR-2,Centrifuge,6.26E-07
2.03E-06,E.coli - S.flexneri,90.0/10.0,Enterobacter hormaechei,Centrifuge,1.19E-05
1.81E-06,E.coli - S.flexneri,90.0/10.0,Neisseria meningitidis,Centrifuge,1.25E-06
1.73E-06,E.coli - S.flexneri,90.0/10.0,Candidatus Sodalis pierantonius,Centrifuge,6.26E-07
1.68E-06,E.coli - S.flexneri,90.0/10.0,Klebsiella michiganensis,Centrifuge,3.51E-05
1.68E-06,E.coli - S.flexneri,90.0/10.0,Enterobacter cloacae,Centrifuge,3.26E-05
9.80E-07,E.coli - S.flexneri,90.0/10.0,Legionella pneumophila,Centrifuge,1.88E-06
6.85E-07,E.coli - S.flexneri,90.0/10.0,Pseudomonas aeruginosa,Centrifuge,1.25E-06
4.94E-07,E.coli - S.flexneri,90.0/10.0,Homo sapiens,Centrifuge,0.00026864
2.08E-11,E.coli - S.flexneri,90.0/10.0,Yersinia pseudotuberculosis,Centrifuge,6.26E-07
1.72E-14,E.coli - S.flexneri,90.0/10.0,Shigella phage Sf6,Centrifuge,6.26E-07
1.25E-14,E.coli - S.flexneri,90.0/10.0,Mucilaginibacter sp. PAMC 26640,Centrifuge,5.01E-06
9.59E-16,E.coli - S.flexneri,90.0/10.0,Raoultella ornithinolytica,Centrifuge,2.00E-05
7.77E-16,E.coli - S.flexneri,90.0/10.0,Pectobacterium wasabiae,Centrifuge,1.25E-06
5.50E-16,E.coli - S.flexneri,90.0/10.0,Pseudomonas mendocina,Centrifuge,6.26E-07
3.51E-16,E.coli - S.flexneri,90.0/10.0,Pectobacterium parmentieri,Centrifuge,1.25E-06
1.03E-16,E.coli - S.flexneri,90.0/10.0,Cronobacter dublinensis,Centrifuge,3.76E-06
6.64E-17,E.coli - S.flexneri,90.0/10.0,Enterobacteria phage HK140,Centrifuge,1.88E-06
5.77E-17,E.coli - S.flexneri,90.0/10.0,Shigella phage SfII,Centrifuge,1.19E-05
1.23E-17,E.coli - S.flexneri,90.0/10.0,Enterobacteria phage IME10,Centrifuge,6.26E-07
1.11E-17,E.coli - S.flexneri,90.0/10.0,Kosakonia sacchari,Centrifuge,5.64E-06
4.76E-18,E.coli - S.flexneri,90.0/10.0,Pantoea rwandensis,Centrifuge,1.25E-06
3.18E-18,E.coli - S.flexneri,90.0/10.0,Candidatus Gullanella endobia,Centrifuge,5.01E-06
2.76E-18,E.coli - S.flexneri,90.0/10.0,Shigella phage SfIV,Centrifuge,6.26E-07
1.63E-18,E.coli - S.flexneri,90.0/10.0,Yersinia ruckeri,Centrifuge,6.26E-06
2.25E-19,E.coli - S.flexneri,90.0/10.0,Yersinia enterocolitica,Centrifuge,2.50E-05
1.53E-19,E.coli - S.flexneri,90.0/10.0,Enterobacter sp. R4-368,Centrifuge,8.14E-06
1.83E-20,E.coli - S.flexneri,90.0/10.0,Hahella chejuensis,Centrifuge,4.38E-06
2.37E-21,E.coli - S.flexneri,90.0/10.0,Marinobacterium sp. ST58-10,Centrifuge,1.25E-06
6.24E-22,E.coli - S.flexneri,90.0/10.0,Enterobacteria phage SfV,Centrifuge,1.88E-06
2.03E-22,E.coli - S.flexneri,90.0/10.0,Klebsiella variicola,Centrifuge,1.88E-05
5.43E-27,E.coli - S.flexneri,90.0/10.0,Escherichia phage D108,Centrifuge,6.26E-07
1.39E-27,E.coli - S.flexneri,90.0/10.0,Escherichia phage TL-2011b,Centrifuge,6.26E-06
1.09E-30,E.coli - S.flexneri,90.0/10.0,Yersinia rohdei,Centrifuge,3.13E-06
1.69E-31,E.coli - S.flexneri,90.0/10.0,Enterobacter sp. FY-07,Centrifuge,1.75E-05
6.83E-33,E.coli - S.flexneri,90.0/10.0,Klebsiella sp. LTGPAF-6F,Centrifuge,6.89E-06
6.99E-36,E.coli - S.flexneri,90.0/10.0,Cronobacter sakazakii,Centrifuge,8.77E-06
