abundance,pct,reads,sample,Donor,week,tax_name
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pedobacter steynii
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Adlercreutzia equolifaciens
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Kocuria flava
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Nocardioides dokdonensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Desulfarculus baarsii
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Burkholderia metallica
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Kosakonia oryzae
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Oceanimonas sp. GK1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Rufibacter tibetensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Muricauda lutaonensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Azospirillum thiophilum
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Candidatus Rhodoluna planktonica
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Altererythrobacter marensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Mesorhizobium opportunistum
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Burkholderia sp. CCGE1003
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Arthrobacter alpinus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Borreliella bavariensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Bacillus sp. 1NLA3E
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Rhodoplanes sp. Z2-YC6860
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Martelella sp. AD-3
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Altererythrobacter dongtanensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Streptococcus sp. oral taxon 431
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sphingomonas sp. MM-1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sulfuritalea hydrogenivorans
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Methylophaga frappieri
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Clostridium sp. BNL1100
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Kibdelosporangium phytohabitans
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sandaracinus amylolyticus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pseudomonas brassicacearum
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Granulicella mallensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Dokdonia sp. 4H-3-7-5
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Defluviitoga tunisiensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Lactobacillus ginsenosidimutans
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Methylotenera versatilis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Paenibacillus beijingensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sphaerochaeta globosa
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Kangiella sediminilitoris
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sphingomonas sp. NIC1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Synechococcus sp. PCC 7502
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Niabella ginsenosidivorans
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Lactobacillus hokkaidonensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Burkholderia pseudomultivorans
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Celeribacter indicus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Planococcus halocryophilus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Clostridium bornimense
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Corynebacterium humireducens
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,endosymbiont of unidentified scaly snail isolate Monju
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Flammeovirgaceae bacterium 311
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Streptomyces sp. 769
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Frischella perrara
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Altererythrobacter atlanticus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Bradyrhizobium icense
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Mucilaginibacter sp. PAMC 26640
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Serratia sp. FS14
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Spiribacter sp. UAH-SP71
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Formosa sp. Hel1_33_131
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Geobacillus sp. JF8
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Endomicrobium proavitum
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Cervus papillomavirus 2
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Gynuella sunshinyii
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Hymenobacter swuensis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Comamonadaceae bacterium A1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Comamonadaceae bacterium B1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Burkholderiales bacterium GJ-E10
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Thermofilum carboxyditrophus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Hymenobacter sp. PAMC 26554
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pantoea sp. PSNIH1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Candidatus Sodalis pierantonius
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Anoxybacillus sp. B2M1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Flavisolibacter sp. LCS9
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Arthrobacter sp. PAMC 25486
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Burkholderia stagnalis
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Francisella sp. FSC1006
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Mycobacterium sp. QIA-37
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Rhodococcus sp. B7740
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Confluentimicrobium sp. EMB200-NS6
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Geminocystis sp. NIES-3708
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Planctomyces sp. SH-PL62
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pseudomonas sp. CCOS 191
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pseudomonas sp. GR 6-02
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Marinobacter sp. CP1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Limnohabitans sp. 63ED37-2
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Limnohabitans sp. 103DPR2
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Chryseobacterium sp. IHB B 10212
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Oblitimonas alkaliphila
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Arthrobacter sp. ERGS1:01
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Candidatus Thioglobus autotrophicus
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Microbacterium sp. No. 7
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Chryseobacterium sp. IHB B 17019
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pedobacter sp. PACM 27299
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Devosia sp. A16
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Paenibacillus sp. LPB0068
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Bosea sp. PAMC 26642
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Yangia sp. CCB-MM3
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Frondihabitans sp. PAMC 28766
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Burkholderia sp. OLGA172
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Arthrobacter sp. ZXY-2
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Lachnoclostridium sp. YL32
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Erysipelotrichaceae bacterium I46
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sinorhizobium sp. RAC02
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Bosea sp. RAC05
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Exiguobacterium sp. U13-1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Streptomyces sp. SAT1
1.36E-05,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Pseudomonas sp. A3(2016)
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,haloarchaeon HTSR1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Sphingobium sp. EP60837
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Rhizobium sp. S41
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Curtobacterium sp. BH-2-1-1
0,3.71E-07,1,GW_wk6.fa,Donor 1,week 6,Jeongeupia sp. USM3
0.0150356,0.949629538,4722238,MH_wk1.fa,Donor 2,week 1,Homo sapiens
0.865614,0.032189451,160069,MH_wk1.fa,Donor 2,week 1,synthetic construct
7.65E-110,0.007986782,39716,MH_wk1.fa,Donor 2,week 1,Taylorella equigenitalis
0.105459,0.005858368,29132,MH_wk1.fa,Donor 2,week 1,Propionibacterium acnes
0.00010722,0.000531098,2641,MH_wk1.fa,Donor 2,week 1,Pseudomonas fluorescens
0.00106091,0.000235284,1170,MH_wk1.fa,Donor 2,week 1,Micrococcus luteus
0,0.000189836,944,MH_wk1.fa,Donor 2,week 1,Corynebacterium pseudotuberculosis
0.00096162,0.000143181,712,MH_wk1.fa,Donor 2,week 1,Staphylococcus epidermidis
0.000722619,0.000138154,687,MH_wk1.fa,Donor 2,week 1,Staphylococcus capitis
7.03E-05,6.56E-05,326,MH_wk1.fa,Donor 2,week 1,Moraxella osloensis
0.000229554,4.71E-05,234,MH_wk1.fa,Donor 2,week 1,Ralstonia pickettii
5.49E-05,4.56E-05,227,MH_wk1.fa,Donor 2,week 1,Ralstonia insidiosa
0,4.10E-05,204,MH_wk1.fa,Donor 2,week 1,Lawsonella clevelandensis
8.85E-05,3.82E-05,190,MH_wk1.fa,Donor 2,week 1,Staphylococcus haemolyticus
0,3.34E-05,166,MH_wk1.fa,Donor 2,week 1,Rhodanobacter denitrificans
0.000424854,3.30E-05,164,MH_wk1.fa,Donor 2,week 1,Escherichia coli
2.73E-05,3.22E-05,160,MH_wk1.fa,Donor 2,week 1,Acidovorax sp. KKS102
0,3.20E-05,159,MH_wk1.fa,Donor 2,week 1,Azospirillum brasilense
0.000197656,3.02E-05,150,MH_wk1.fa,Donor 2,week 1,Thermus scotoductus
7.14E-05,2.96E-05,147,MH_wk1.fa,Donor 2,week 1,Propionibacterium sp. oral taxon 193
0,2.80E-05,139,MH_wk1.fa,Donor 2,week 1,Cytophaga hutchinsonii
4.74E-05,2.19E-05,109,MH_wk1.fa,Donor 2,week 1,Leptothrix cholodnii
0,2.17E-05,108,MH_wk1.fa,Donor 2,week 1,[Polyangium] brachysporum
9.12E-05,2.15E-05,107,MH_wk1.fa,Donor 2,week 1,Acinetobacter johnsonii
0,2.11E-05,105,MH_wk1.fa,Donor 2,week 1,Dyella thiooxydans
7.87E-05,2.07E-05,103,MH_wk1.fa,Donor 2,week 1,Streptococcus mitis
0.000137689,1.93E-05,96,MH_wk1.fa,Donor 2,week 1,Lactococcus lactis
0,1.87E-05,93,MH_wk1.fa,Donor 2,week 1,Pseudomonas trivialis
0,1.85E-05,92,MH_wk1.fa,Donor 2,week 1,Haemophilus parainfluenzae
0,1.85E-05,92,MH_wk1.fa,Donor 2,week 1,Ramlibacter tataouinensis
2.42E-05,1.77E-05,88,MH_wk1.fa,Donor 2,week 1,Pseudomonas aeruginosa
0,1.77E-05,88,MH_wk1.fa,Donor 2,week 1,Variovorax paradoxus
3.13E-15,1.67E-05,83,MH_wk1.fa,Donor 2,week 1,Rubrivivax gelatinosus
3.00E-05,1.59E-05,79,MH_wk1.fa,Donor 2,week 1,Pseudomonas putida
0,1.59E-05,79,MH_wk1.fa,Donor 2,week 1,Mitsuaria sp. 7
1.99E-15,1.49E-05,74,MH_wk1.fa,Donor 2,week 1,Methylibium petroleiphilum
0,1.43E-05,71,MH_wk1.fa,Donor 2,week 1,Dyella japonica
0,1.35E-05,67,MH_wk1.fa,Donor 2,week 1,Rhodopseudomonas palustris
0.000124666,1.29E-05,64,MH_wk1.fa,Donor 2,week 1,Cutibacterium avidum
0,1.27E-05,63,MH_wk1.fa,Donor 2,week 1,Azospirillum lipoferum
0.000120894,1.27E-05,63,MH_wk1.fa,Donor 2,week 1,Lactobacillus curvatus
0,1.27E-05,63,MH_wk1.fa,Donor 2,week 1,Burkholderia ubonensis
0,1.21E-05,60,MH_wk1.fa,Donor 2,week 1,Pseudomonas mendocina
5.26E-05,1.21E-05,60,MH_wk1.fa,Donor 2,week 1,Pseudomonas stutzeri
5.06E-05,1.19E-05,59,MH_wk1.fa,Donor 2,week 1,Streptomyces sp. CCM_MD2014
0,1.17E-05,58,MH_wk1.fa,Donor 2,week 1,Ralstonia solanacearum
7.61E-05,1.15E-05,57,MH_wk1.fa,Donor 2,week 1,Methylotenera versatilis
4.04E-15,1.13E-05,56,MH_wk1.fa,Donor 2,week 1,Roseateles depolymerans
0,1.09E-05,54,MH_wk1.fa,Donor 2,week 1,Dyella jiangningensis
0,1.07E-05,53,MH_wk1.fa,Donor 2,week 1,Geodermatophilus obscurus
9.10E-06,1.07E-05,53,MH_wk1.fa,Donor 2,week 1,Stenotrophomonas maltophilia
0,1.07E-05,53,MH_wk1.fa,Donor 2,week 1,Nocardioides sp. JS614
2.86E-05,1.03E-05,51,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. TKP
4.03E-16,1.01E-05,50,MH_wk1.fa,Donor 2,week 1,Burkholderia cepacia
3.10E-05,9.85E-06,49,MH_wk1.fa,Donor 2,week 1,Exiguobacterium sp. AT1b
0,9.85E-06,49,MH_wk1.fa,Donor 2,week 1,Nocardioides dokdonensis
1.10E-05,9.85E-06,49,MH_wk1.fa,Donor 2,week 1,Variovorax sp. PAMC 28711
0,9.65E-06,48,MH_wk1.fa,Donor 2,week 1,Rothia mucilaginosa
0,9.65E-06,48,MH_wk1.fa,Donor 2,week 1,Hydrogenophaga sp. PBC
0,9.65E-06,48,MH_wk1.fa,Donor 2,week 1,Hydrogenophaga sp. RAC07
0,9.45E-06,47,MH_wk1.fa,Donor 2,week 1,Sphingomonas wittichii
0,9.45E-06,47,MH_wk1.fa,Donor 2,week 1,Acidovorax sp. RAC01
0,9.25E-06,46,MH_wk1.fa,Donor 2,week 1,Pseudomonas antarctica
0,9.25E-06,46,MH_wk1.fa,Donor 2,week 1,Azospirillum thiophilum
0,9.05E-06,45,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium japonicum
0,9.05E-06,45,MH_wk1.fa,Donor 2,week 1,Burkholderia stagnalis
2.85E-06,8.65E-06,43,MH_wk1.fa,Donor 2,week 1,Pseudomonas chlororaphis
0,8.65E-06,43,MH_wk1.fa,Donor 2,week 1,Sphingomonas hengshuiensis
3.10E-05,8.45E-06,42,MH_wk1.fa,Donor 2,week 1,Acidovorax sp. JS42
0,8.24E-06,41,MH_wk1.fa,Donor 2,week 1,beta proteobacterium CB
6.36E-05,8.24E-06,41,MH_wk1.fa,Donor 2,week 1,Sphingomonas sp. NIC1
0,8.04E-06,40,MH_wk1.fa,Donor 2,week 1,Pseudomonas alcaligenes
1.02E-05,8.04E-06,40,MH_wk1.fa,Donor 2,week 1,Ralstonia mannitolilytica
0,7.84E-06,39,MH_wk1.fa,Donor 2,week 1,Corynebacterium simulans
0,7.64E-06,38,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium sp.
0,7.64E-06,38,MH_wk1.fa,Donor 2,week 1,Erythrobacter litoralis
0,7.64E-06,38,MH_wk1.fa,Donor 2,week 1,Novosphingobium resinovorum
4.96E-05,7.44E-06,37,MH_wk1.fa,Donor 2,week 1,Pseudomonas pseudoalcaligenes
4.15E-05,7.44E-06,37,MH_wk1.fa,Donor 2,week 1,Rhodococcus erythropolis
5.48E-06,7.44E-06,37,MH_wk1.fa,Donor 2,week 1,Burkholderia contaminans
0,7.24E-06,36,MH_wk1.fa,Donor 2,week 1,Brevibacterium linens
0,7.24E-06,36,MH_wk1.fa,Donor 2,week 1,Veillonella parvula
0,7.24E-06,36,MH_wk1.fa,Donor 2,week 1,Polaromonas naphthalenivorans
7.55E-06,7.04E-06,35,MH_wk1.fa,Donor 2,week 1,Methylobacterium extorquens
0,7.04E-06,35,MH_wk1.fa,Donor 2,week 1,Aeromonas hydrophila
0,7.04E-06,35,MH_wk1.fa,Donor 2,week 1,Actinoplanes missouriensis
0,7.04E-06,35,MH_wk1.fa,Donor 2,week 1,Pseudomonas citronellolis
0,7.04E-06,35,MH_wk1.fa,Donor 2,week 1,Caulobacter sp. K31
0,6.84E-06,34,MH_wk1.fa,Donor 2,week 1,Streptococcus pneumoniae
0,6.84E-06,34,MH_wk1.fa,Donor 2,week 1,Pseudoxanthomonas suwonensis
0,6.84E-06,34,MH_wk1.fa,Donor 2,week 1,Massilia sp. WG5
1.65E-05,6.64E-06,33,MH_wk1.fa,Donor 2,week 1,Corynebacterium aurimucosum
3.06E-05,6.64E-06,33,MH_wk1.fa,Donor 2,week 1,Actinomyces oris
1.01E-05,6.64E-06,33,MH_wk1.fa,Donor 2,week 1,Actinoplanes sp. N902-109
0,6.64E-06,33,MH_wk1.fa,Donor 2,week 1,Polynucleobacter duraquae
1.57E-05,6.44E-06,32,MH_wk1.fa,Donor 2,week 1,Leifsonia xyli
6.11E-16,6.44E-06,32,MH_wk1.fa,Donor 2,week 1,Burkholderia cenocepacia
0,6.44E-06,32,MH_wk1.fa,Donor 2,week 1,Alicycliphilus denitrificans
0,6.44E-06,32,MH_wk1.fa,Donor 2,week 1,Bordetella flabilis
0,6.44E-06,32,MH_wk1.fa,Donor 2,week 1,Polynucleobacter necessarius
0,6.44E-06,32,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium diazoefficiens
1.64E-05,6.23E-06,31,MH_wk1.fa,Donor 2,week 1,Corynebacterium singulare
7.03E-05,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Streptococcus thermophilus
1.10E-14,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Mesorhizobium amorphae
0,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Acidovorax citrulli
2.78E-14,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Burkholderia multivorans
0,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Blastococcus saxobsidens
0,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Actinoplanes friuliensis
0,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Sphingobium sp. TKS
0,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Sphingomonas taxi
0,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Paucibacter sp. KCTC 42545
0.00147575,5.83E-06,29,MH_wk1.fa,Donor 2,week 1,Shigella sp. PAMC 28760
6.93E-05,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Comamonas testosteroni
2.32E-05,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Streptococcus parasanguinis
0,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Pseudomonas knackmussii
8.67E-16,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Achromobacter xylosoxidans
4.07E-15,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Methylobacterium populi
1.61E-05,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Altererythrobacter marensis
0,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Sphingomonas sp. MM-1
0,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium sp. CCGE-LA001
0,5.63E-06,28,MH_wk1.fa,Donor 2,week 1,Limnohabitans sp. 63ED37-2
0,5.43E-06,27,MH_wk1.fa,Donor 2,week 1,Sorangium cellulosum
8.94E-06,5.43E-06,27,MH_wk1.fa,Donor 2,week 1,Klebsiella pneumoniae
1.30E-05,5.43E-06,27,MH_wk1.fa,Donor 2,week 1,Staphylococcus aureus
1.03E-05,5.43E-06,27,MH_wk1.fa,Donor 2,week 1,Thauera sp. MZ1T
0,5.43E-06,27,MH_wk1.fa,Donor 2,week 1,Modestobacter marinus
1.27E-17,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Pseudomonas azotoformans
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Mannheimia haemolytica
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Acidovorax avenae
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Burkholderia ambifaria
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Xylanimonas cellulosilytica
5.48E-06,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium sp. BTAi1
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Altererythrobacter dongtanensis
2.03E-05,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Sphingobium baderi
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Massilia sp. NR 4-1
0,5.23E-06,26,MH_wk1.fa,Donor 2,week 1,Microbacterium sp. PAMC 28756
1.42E-101,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Cellulomonas gilvus
1.85E-05,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Staphylococcus warneri
4.38E-05,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Bacillus pseudofirmus
0,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Cupriavidus gilardii
0,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Corynebacterium kroppenstedtii
0,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Rhodoferax ferrireducens
0,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Rhodoplanes sp. Z2-YC6860
0,5.03E-06,25,MH_wk1.fa,Donor 2,week 1,Hydrogenophaga sp. LPB0072
0,4.83E-06,24,MH_wk1.fa,Donor 2,week 1,Burkholderia pseudomallei
0,4.83E-06,24,MH_wk1.fa,Donor 2,week 1,Polaromonas sp. JS666
0.000305993,4.83E-06,24,MH_wk1.fa,Donor 2,week 1,Staphylococcus sp. AntiMn-1
1.11E-05,4.83E-06,24,MH_wk1.fa,Donor 2,week 1,Opitutaceae bacterium IG16b
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Azotobacter chroococcum
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Streptococcus oralis
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Rothia dentocariosa
5.20E-06,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Burkholderia gladioli
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Brachybacterium faecium
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Caulobacter segnis
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Pseudomonas parafulva
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Kribbella flavida
1.71E-05,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Novosphingobium pentaromativorans
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Streptococcus pseudopneumoniae
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Acidovorax ebreus
2.19E-25,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Pseudomonas brassicacearum
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Streptococcus sp. A12
0,4.63E-06,23,MH_wk1.fa,Donor 2,week 1,Porphyrobacter sp. LM 6
0,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Paracoccus denitrificans
1.23E-05,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Mesorhizobium loti
0,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Mesorhizobium ciceri
0,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Frateuria aurantia
1.67E-13,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Sphingomonas melonis
4.81E-16,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Pseudomonas poae
0,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Sphingomonas sanxanigenens
0,4.42E-06,22,MH_wk1.fa,Donor 2,week 1,Polynucleobacter asymbioticus
8.03E-06,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Acinetobacter baumannii
2.34E-05,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Finegoldia magna
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Sphingopyxis macrogoltabida
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Pseudomonas resinovorans
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Herbaspirillum rubrisubalbicans
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Lysobacter antibioticus
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Pseudomonas koreensis
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Sphingopyxis granuli
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Streptococcus sp. oral taxon 431
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Flavobacterium sp. PK15
0,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Sphingopyxis fribergensis
1.63E-05,4.22E-06,21,MH_wk1.fa,Donor 2,week 1,Limnohabitans sp. 103DPR2
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Xanthomonas campestris
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Herbaspirillum seropedicae
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Dermacoccus nishinomiyaensis
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Paraburkholderia caribensis
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Cupriavidus necator
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Opitutus terrae
1.38E-05,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Sphingopyxis alaskensis
7.07E-06,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Cupriavidus metallidurans
0,4.02E-06,20,MH_wk1.fa,Donor 2,week 1,Corynebacterium ureicelerivorans
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Fusobacterium nucleatum
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Sanguibacter keddieii
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Corynebacterium ulcerans
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Pandoraea pulmonicola
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Saccharothrix espanaensis
