abundance,pct,reads,sample,Patient,Day,tax_name
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Pantoea ananatis
2.47E-06,7.25E-06,18,pt2_day1.bam-centrifuge_report,Patient2,1,Pectobacterium carotovorum
1.03E-06,0.000163986,407,pt2_day1.bam-centrifuge_report,Patient2,1,Escherichia coli
4.07E-88,6.45E-06,16,pt2_day1.bam-centrifuge_report,Patient2,1,Shimwellia blattae
7.39E-82,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Escherichia fergusonii
0,1.45E-05,36,pt2_day1.bam-centrifuge_report,Patient2,1,Hafnia alvei
8.78E-06,0.00025988,645,pt2_day1.bam-centrifuge_report,Patient2,1,Klebsiella oxytoca
0.000135072,0.001027837,2551,pt2_day1.bam-centrifuge_report,Patient2,1,Klebsiella pneumoniae
3.36E-94,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Morganella morganii
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Providencia stuartii
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Serratia liquefaciens
9.18E-101,3.22E-06,8,pt2_day1.bam-centrifuge_report,Patient2,1,Serratia marcescens
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Shigella dysenteriae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Shigella flexneri
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Xenorhabdus nematophila
4.41E-18,3.34E-05,83,pt2_day1.bam-centrifuge_report,Patient2,1,Yersinia enterocolitica
5.05E-06,6.04E-06,15,pt2_day1.bam-centrifuge_report,Patient2,1,Yersinia pestis
4.55E-18,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Edwardsiella tarda
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Aeromonas hydrophila
2.50E-06,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Aeromonas media
0,3.63E-06,9,pt2_day1.bam-centrifuge_report,Patient2,1,Aeromonas veronii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Vibrio cholerae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Vibrio parahaemolyticus
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Vibrio vulnificus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Grimontia hollisae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Vibrio mimicus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Vibrio campbellii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Vibrio natriegens
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Aggregatibacter actinomycetemcomitans
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Actinobacillus pleuropneumoniae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Actinobacillus suis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Haemophilus influenzae
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Haemophilus parainfluenzae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,[Haemophilus] ducreyi
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Aggregatibacter aphrophilus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,[Haemophilus] parasuis
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Pasteurella multocida
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Ehrlichia ruminantium
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Bacteroides fragilis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Campylobacter gracilis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Wolinella succinogenes
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Fusobacterium nucleatum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Desulfovibrio africanus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Megasphaera elsdenii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Ehrlichia canis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Selenomonas ruminantium
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Flavobacterium columnare
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Flexibacter litoralis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Marivirga tractuosa
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Saprospira grandis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Halorhodospira halophila
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Rhodopseudomonas palustris
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Blastochloris viridis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Synechocystis sp. PCC 6714
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Trichodesmium erythraeum
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Prochlorococcus marinus
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Piscirickettsia salmonis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Leuconostoc gelidum
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Leuconostoc mesenteroides
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Pediococcus pentosaceus
0,3.63E-06,9,pt2_day1.bam-centrifuge_report,Patient2,1,Finegoldia magna
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Ruminococcus albus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Micrococcus luteus
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Kytococcus sedentarius
0.260848,0.249561225,619389,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus aureus
4.01E-35,4.43E-06,11,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus carnosus
7.46E-06,0.000110399,274,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus epidermidis
3.29E-05,6.08E-05,151,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus haemolyticus
7.38E-35,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus hyicus
1.26E-31,5.24E-06,13,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus simulans
5.73E-06,1.57E-05,39,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus xylosus
4.78E-06,1.01E-05,25,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus warneri
2.92E-44,2.82E-06,7,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus schleiferi
1.13E-05,4.03E-05,100,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus gordonii
0.000116953,0.000522178,1296,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus oralis
0,1.45E-05,36,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus salivarius
2.84E-15,8.06E-06,20,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus sanguinis
0,4.83E-06,12,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus suis
0,6.04E-06,15,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus thermophilus
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus mutans
4.57E-16,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus agalactiae
5.43E-05,0.000130142,323,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus pneumoniae
0,2.82E-06,7,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus pyogenes
2.37E-05,7.82E-05,194,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus parasanguinis
7.84E-17,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus anginosus
1.07E-19,4.43E-06,11,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus dysgalactiae
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus equi
0.000242517,8.46E-05,210,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus intermedius
2.01E-19,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus iniae
1.13E-19,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus parauberis
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Enterococcus faecalis
1.90E-71,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Enterococcus faecium
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Enterococcus hirae
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Lactococcus lactis
2.90E-85,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Lactococcus piscium
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Planococcus kocurii
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Aerococcus viridans
0,3.63E-06,9,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus anthracis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Brevibacillus brevis
0,3.63E-06,9,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus cereus
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus coagulans
0,4.03E-06,10,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus megaterium
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus mycoides
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Paenibacillus polymyxa
0,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus pumilus
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Lysinibacillus sphaericus
0,4.83E-06,12,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus subtilis
0,7.25E-06,18,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus thuringiensis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Amphibacillus xylanus
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus methanolicus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Sporosarcina psychrophila
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Bacillus smithii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium acetobutylicum
0,4.43E-06,11,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium botulinum
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium butyricum
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium cellulovorans
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridioides difficile
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium formicaceticum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium pasteurianum
0,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium perfringens
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium tetani
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Ruminiclostridium thermocellum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Thermoanaerobacterium thermosaccharolyticum
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium tyrobutyricum
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium beijerinckii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium novyi
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium baratii
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Desulfotomaculum nigrificans
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Halobacillus halophilus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus brevis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus casei
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus helveticus
0,2.42E-06,6,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus plantarum
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus gasseri
4.40E-45,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus reuteri
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus acetotolerans
5.69E-06,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus fermentum
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus salivarius
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Listeria ivanovii
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Listeria monocytogenes
2.15E-59,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Erysipelothrix rhusiopathiae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Trueperella pyogenes
0,0.000105564,262,pt2_day1.bam-centrifuge_report,Patient2,1,Corynebacterium pseudotuberculosis
7.13E-06,2.82E-06,7,pt2_day1.bam-centrifuge_report,Patient2,1,Propionibacterium acnes
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Acidipropionibacterium acidipropionici
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Amycolatopsis methanolica
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Saccharopolyspora erythraea
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Frankia alni
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Actinoplanes missouriensis
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Streptomyces albus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Streptomyces hygroscopicus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Streptomyces lincolnensis
0,1.77E-05,44,pt2_day1.bam-centrifuge_report,Patient2,1,Rothia dentocariosa
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma capricolum
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma genitalium
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma hyorhinis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma mycoides
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma synoviae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma arthritidis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma californicum
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma mobile
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma putrefaciens
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma flocculare
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Spiroplasma taiwanense
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Methanosarcina barkeri
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Methanosarcina mazei
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylothermus marinus
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Flexistipes sinusarabici
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Xylella fastidiosa
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Thermosipho africanus
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Fervidobacterium nodosum
6.17E-22,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Gardnerella vaginalis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Marinobacter hydrocarbonoclasticus
0,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Carnobacterium maltaromaticum
0.00153505,0.641635562,1592483,pt2_day1.bam-centrifuge_report,Patient2,1,Homo sapiens
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus phage EJ-1
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Bifidobacterium animalis
1.41E-15,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Lysinibacillus fusiformis
2.44E-05,4.03E-05,100,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus lugdunensis
9.26E-05,0.000352551,875,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus mitis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus curvatus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Neisseria weaveri
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Bacteroides ovatus
8.49E-06,1.21E-05,30,pt2_day1.bam-centrifuge_report,Patient2,1,Cronobacter sakazakii
5.32E-99,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Serratia proteamaculans
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Capnocytophaga canimorsus
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Arcobacter butzleri
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Arcobacter nitrofigilis
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Ornithobacterium rhinotracheale
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Clavibacter michiganensis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Burkholderia pseudomallei
9.85E-06,0.000140617,349,pt2_day1.bam-centrifuge_report,Patient2,1,Salmonella enterica
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Cellulosilyticum lentocellum
3.87E-31,6.49E-05,161,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus saprophyticus
4.65E-34,9.27E-06,23,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus capitis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Legionella oakridgensis
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Rhizobium etli
3.37E-05,0.00011604,288,pt2_day1.bam-centrifuge_report,Patient2,1,Veillonella parvula
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Pectobacterium atrosepticum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Yersinia aldovae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Yersinia frederiksenii
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Yersinia ruckeri
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Photorhabdus luminescens
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycoplasma canis
0,0.003557338,8829,pt2_day1.bam-centrifuge_report,Patient2,1,Taylorella equigenitalis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Amycolatopsis orientalis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Achromobacter denitrificans
8.82E-05,0.002683012,6659,pt2_day1.bam-centrifuge_report,Patient2,1,synthetic construct
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Parvimonas micra
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Sphingopyxis macrogoltabida
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Amycolatopsis mediterranei
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Geobacillus thermodenitrificans
2.24E-40,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Lactobacillus johnsonii
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Melissococcus plutonius
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Candidatus Liberibacter africanus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Streptobacillus moniliformis
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Acholeplasma oculi
3.97E-39,1.77E-05,44,pt2_day1.bam-centrifuge_report,Patient2,1,Citrobacter amalonaticus
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Clostridium saccharoperbutylacetonicum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Mycobacterium abscessus
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Nocardia brasiliensis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Nocardia seriolae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Sinomonas atrocyanea
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Bartonella henselae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Acholeplasma palmae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Methanococcus maripaludis
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,[Eubacterium] eligens
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Erythrobacter litoralis
2.57E-06,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Aliivibrio salmonicida
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Stenotrophomonas maltophilia
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Leptotrichia buccalis
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Actinosynnema mirum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Xenorhabdus bovienii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Xenorhabdus poinarii
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Halobacteroides halobius
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Ammonifex degensii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Pseudomonas alcaligenes
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Pseudomonas denitrificans
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Kutzneria albida
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Paenarthrobacter aurescens
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Jonesia denitrificans
0.00138859,0.003727771,9252,pt2_day1.bam-centrifuge_report,Patient2,1,Rothia mucilaginosa
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Rhodococcus equi
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Corynebacterium urealyticum
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Caldicellulosiruptor saccharolyticus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Capnocytophaga haemolytica
0,5.24E-06,13,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus cristatus
2.59E-14,5.64E-06,14,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus pasteuri
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Spiroplasma kunkelii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Novosphingobium aromaticivorans
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Wigglesworthia glossinidia
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Aerococcus urinaeequi
0,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Tetragenococcus halophilus
0,3.63E-06,9,pt2_day1.bam-centrifuge_report,Patient2,1,Enterococcus durans
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Enterococcus mundtii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Nocardiopsis alba
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Acidimicrobium ferrooxidans
7.20E-06,0.000107175,266,pt2_day1.bam-centrifuge_report,Patient2,1,Raoultella ornithinolytica
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Streptomyces venezuelae
1.21E-17,2.42E-06,6,pt2_day1.bam-centrifuge_report,Patient2,1,Salmonella bongori
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Deinococcus proteolyticus
6.04E-98,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Pectobacterium wasabiae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Xanthomonas sacchari
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Colwellia sp. MT41
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Streptococcus macedonicus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Dehalococcoides mccartyi
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Acholeplasma brassicae
5.68E-06,0.000166001,412,pt2_day1.bam-centrifuge_report,Patient2,1,Enterobacter asburiae
3.75E-87,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Lelliottia amnigena
0.000311716,0.000155525,386,pt2_day1.bam-centrifuge_report,Patient2,1,Pluralibacter gergoviae
1.13E-82,4.03E-06,10,pt2_day1.bam-centrifuge_report,Patient2,1,Kluyvera intermedia
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Borreliella valaisiana
0,4.83E-06,12,pt2_day1.bam-centrifuge_report,Patient2,1,Shewanella baltica
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Zobellia galactanivorans
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Sodalis glossinidius
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Cyanothece sp. PCC 7424
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Lachnoclostridium phytofermentans
1.67E-81,1.33E-05,33,pt2_day1.bam-centrifuge_report,Patient2,1,Citrobacter rodentium
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Deinococcus geothermalis
3.07E-75,2.01E-06,5,pt2_day1.bam-centrifuge_report,Patient2,1,Macrococcus caseolyticus
0,4.03E-06,10,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus condimenti
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Shewanella pealeana
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Staphylococcus phage PVL
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Waddlia chondrophila
0,2.42E-06,6,pt2_day1.bam-centrifuge_report,Patient2,1,Kocuria palustris
