abundance,pct,reads,sample,sample,tax_name,tool
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Calyptogena okutanii thioautotrophic gill symbiont,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Caldicellulosiruptor hydrothermalis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Kocuria flava,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Candidatus Cloacimonas acidaminovorans,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Alkaliphilus oremlandii,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Candidatus Desulforudis audaxviator,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Oscillatoria nigro-viridis,centrifuge
0,2.69E-06,4,S. saprophyticus - S. pyogenes,50.0/50.0,Pelosinus sp. UFO1,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Cyanothece sp. PCC 7822,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Thermoanaerobacter sp. X513,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Geobacillus sp. Y4.1MC1,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Terribacillus aidingensis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Alteromonas australica,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Prevotella sp. oral taxon 299,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Halanaerobium hydrogeniformans,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Francisella noatunensis,centrifuge
0,2.69E-06,4,S. saprophyticus - S. pyogenes,50.0/50.0,Bacillus sp. 1NLA3E,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Tenacibaculum dicentrarchi,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Candidatus Profftella armatura,centrifuge
0,1.35E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,Candidatus Babela massiliensis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Synechococcus phage S-CAM8,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Winogradskyella sp. PG-2,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Methanobacterium lacus,centrifuge
0,3.37E-06,5,S. saprophyticus - S. pyogenes,50.0/50.0,Marinomonas posidonica,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Lacinutrix sp. 5H-3-7-4,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Glaciecola sp. 4H-3-7+YE-5,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Dokdonia sp. 4H-3-7-5,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Fimbriimonas ginsengisoli,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Lactobacillus heilongjiangensis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Persicobacter sp. JZB09,centrifuge
0,4.04E-06,6,S. saprophyticus - S. pyogenes,50.0/50.0,Arthrobacter sp. Rue61a,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Melioribacter roseus,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Lysinibacillus varians,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Enterobacteria phage vB_KleM-RaK2,centrifuge
0,1.35E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,Streptococcus sp. I-G2,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Ruminococcus bicirculans,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Paenibacillus swuensis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Flammeovirga sp. MY04,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Planococcus halocryophilus,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Clostridium bornimense,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Campylobacter iguaniorum,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Flammeovirgaceae bacterium 311,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Thermodesulfobacterium geofontis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Flavobacterium sp. PK15,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Chryseobacterium gallinarum,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Enterococcus phage IME_EF3,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Shewanella phage Spp001,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Flavisolibacter sp. LCS9,centrifuge
0,2.02E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,Pseudomonas sp. Os17,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Planococcus sp. PAMC 21323,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Paenibacillus sp. FSL R5-0345,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Sphingobacterium sp. ML3W,centrifuge
0,2.02E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,Lactobacillus sp. wkB8,centrifuge
0,1.35E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,Fusobacterium hwasookii,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Lentzea sp. DHS C013,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Candidatus Nitrosotenuis cloacae,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Methanobrevibacter sp. YE315,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Sphingomonas hengshuiensis,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Verrucomicrobia bacterium L21-Fru-AB,centrifuge
0,2.02E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,Geobacillus sp. 12AMOR1,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Proteus phage vB_PmiM_Pm5461,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Caldimicrobium thiodismutans,centrifuge
0,6.74E-06,10,S. saprophyticus - S. pyogenes,50.0/50.0,Chryseobacterium sp. IHB B 10212,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Psychrobacter sp. P11G5,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Pedobacter sp. PACM 27299,centrifuge
0,1.35E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,Streptococcus sp. A12,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Thalassotalea sp. LPB0090,centrifuge
0,1.35E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,Paenibacillus sp. LPB0068,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Candidatus Doolittlea endobia,centrifuge
0,2.69E-06,4,S. saprophyticus - S. pyogenes,50.0/50.0,Gemella sp. oral taxon 928,centrifuge
0,2.02E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,Leptotrichia sp. oral taxon 847,centrifuge
0,6.74E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,Blautia sp. YL58,centrifuge
0,1.35E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,Lachnoclostridium sp. YL32,centrifuge
0,4.04E-06,6,S. saprophyticus - S. pyogenes,50.0/50.0,Bacillus sp. FJAT-14266,centrifuge
0.760817,0.795138517,1156688,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus saprophyticus,centrifuge
0.199305,0.165262941,240408,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus pyogenes,centrifuge
0.0286744,4.61E-05,67,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus phage T12,centrifuge
0.00666564,0.014135561,20563,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus aureus,centrifuge
0.00273974,0.011099883,16147,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus equorum,centrifuge
0.000861022,0.003095484,4503,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus epidermidis,centrifuge
0.000294402,0.000756857,1101,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus dysgalactiae,centrifuge
0.000251255,0.000332027,483,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus sp. AntiMn-1,centrifuge
0.000110901,0.0054128,7874,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus xylosus,centrifuge
5.64E-05,0.000485323,706,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus warneri,centrifuge
5.49E-05,0.001126005,1638,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus pasteuri,centrifuge
4.15E-05,0.000629683,916,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus pseudintermedius,centrifuge
1.23E-05,3.09E-05,45,S. saprophyticus - S. pyogenes,90.0/10.0,Escherichia coli,centrifuge
1.11E-05,5.50E-06,8,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus intermedius,centrifuge
1.02E-05,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,uncultured Termite group 1 bacterium,centrifuge
9.49E-06,0.000228226,332,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus haemolyticus,centrifuge
9.35E-06,4.06E-05,59,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus agnetis,centrifuge
8.72E-06,1.51E-05,22,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus suis,centrifuge
8.34E-06,6.19E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,Macrococcus caseolyticus,centrifuge
5.96E-06,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Salinicoccus halodurans,centrifuge
5.22E-06,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus pantholopis,centrifuge
4.99E-06,0.000103801,151,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus simulans,centrifuge
4.80E-06,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Synechococcus sp. WH 8102,centrifuge
4.73E-06,1.65E-05,24,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus hyicus,centrifuge
4.67E-06,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Lactococcus piscium,centrifuge
4.51E-06,0.000135423,197,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus carnosus,centrifuge
4.04E-06,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfotomaculum nigrificans,centrifuge
4.02E-06,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus hirae,centrifuge
3.73E-06,6.26E-05,91,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus lugdunensis,centrifuge
3.36E-06,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Geobacillus subterraneus,centrifuge
2.05E-06,6.87E-05,100,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus agalactiae,centrifuge
1.76E-06,7.56E-06,11,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus subtilis,centrifuge
1.32E-06,6.39E-05,93,S. saprophyticus - S. pyogenes,90.0/10.0,synthetic construct,centrifuge
6.50E-08,0.000386334,562,S. saprophyticus - S. pyogenes,90.0/10.0,Homo sapiens,centrifuge
2.09E-13,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus gordonii,centrifuge
1.67E-14,3.78E-05,55,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus equi,centrifuge
8.66E-15,1.65E-05,24,S. saprophyticus - S. pyogenes,90.0/10.0,Tetragenococcus halophilus,centrifuge
3.37E-16,6.87E-06,10,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus phage phi3396,centrifuge
1.58E-26,0.000243349,354,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus schleiferi,centrifuge
6.23E-28,4.88E-05,71,S. saprophyticus - S. pyogenes,90.0/10.0,Listeria monocytogenes,centrifuge
9.59E-32,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus uberis,centrifuge
5.68E-32,1.99E-05,29,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus capitis,centrifuge
3.26E-33,1.31E-05,19,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus pneumoniae,centrifuge
1.68E-36,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus mitis,centrifuge
2.09E-40,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus marmotae,centrifuge
1.55E-40,2.20E-05,32,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus condimenti,centrifuge
5.55E-41,2.68E-05,39,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus argenteus,centrifuge
2.99E-42,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus parauberis,centrifuge
1.92E-42,6.19E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus iniae,centrifuge
1.89E-43,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus halotolerans,centrifuge
1.13E-43,5.50E-06,8,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus anginosus,centrifuge
3.05E-44,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus macedonicus,centrifuge
8.86E-47,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus gallolyticus,centrifuge
7.03E-47,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus sp. I-P16,centrifuge
2.96E-49,4.81E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus salivarius,centrifuge
3.83E-50,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus thermophilus,centrifuge
2.66E-61,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus mundtii,centrifuge
2.32E-62,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Brachyspira hyodysenteriae,centrifuge
6.98E-65,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Virgibacillus sp. SK37,centrifuge
7.56E-67,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus durans,centrifuge
2.13E-67,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus lehensis,centrifuge
1.41E-67,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Aerococcus sanguinicola,centrifuge
5.08E-69,6.87E-06,10,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus endophyticus,centrifuge
1.56E-69,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Fusobacterium nucleatum,centrifuge
1.50E-70,3.44E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,Planococcus kocurii,centrifuge
1.07E-70,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Rummeliibacillus stabekisii,centrifuge
1.19E-71,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Jeotgalibacillus malaysiensis,centrifuge
2.55E-72,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Lysinibacillus varians,centrifuge
9.96E-73,2.54E-05,37,S. saprophyticus - S. pyogenes,90.0/10.0,Lysinibacillus fusiformis,centrifuge
6.71E-73,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus sp. 1NLA3E,centrifuge
3.56E-73,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus toyonensis,centrifuge
2.96E-73,2.34E-05,34,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus thuringiensis,centrifuge
1.37E-73,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Pelosinus fermentans,centrifuge
9.27E-77,6.19E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus cereus,centrifuge
2.43E-79,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lysinibacillus sphaericus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Dictyoglomus thermophilum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Runella slithyformis,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Leptospira biflexa,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Helicobacter pylori,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Helicobacter cinaedi,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudomonas aeruginosa,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Xanthomonas citri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Gluconobacter oxydans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Legionella longbeachae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Tatlockia micdadei,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Neisseria meningitidis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pectobacterium carotovorum,centrifuge
0,5.50E-06,8,S. saprophyticus - S. pyogenes,90.0/10.0,Klebsiella pneumoniae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Aliivibrio fischeri,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Haemophilus influenzae,centrifuge
0,2.54E-05,37,S. saprophyticus - S. pyogenes,90.0/10.0,Gallibacterium anatis,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Anaplasma centrale,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Ehrlichia ruminantium,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Rickettsia akari,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Bacteroides thetaiotaomicron,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Fibrobacter succinogenes,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfovibrio salexigens,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfovibrio vulgaris,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acidithiobacillus ferrooxidans,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Bdellovibrio bacteriovorus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Herbaspirillum seropedicae,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Flavobacterium johnsoniae,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Solitalea canadensis,centrifuge
0,6.19E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,Flavobacterium columnare,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Saprospira grandis,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Blastochloris viridis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Trichormus azollae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Trichodesmium erythraeum,centrifuge
0,1.10E-05,16,S. saprophyticus - S. pyogenes,90.0/10.0,Prochlorococcus marinus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Piscirickettsia salmonis,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Leuconostoc carnosum,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus mutans,centrifuge
0,1.58E-05,23,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus parasanguinis,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus faecalis,centrifuge
0,3.44E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus faecium,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus gallinarum,centrifuge
0,2.75E-05,40,S. saprophyticus - S. pyogenes,90.0/10.0,Lactococcus lactis,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Atopobium parvulum,centrifuge
0,2.27E-05,33,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus anthracis,centrifuge
0,0.000106551,155,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus coagulans,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus megaterium,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus mycoides,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Paenibacillus polymyxa,centrifuge
0,6.19E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus pumilus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Parageobacillus thermoglucosidans,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Amphibacillus xylanus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus atrophaeus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Paenibacillus larvae,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Brevibacillus laterosporus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus simplex,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium acetobutylicum,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium botulinum,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium cellulovorans,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium pasteurianum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium perfringens,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,[Clostridium] stercorarium,centrifuge
0,4.81E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,Acetoanaerobium sticklandii,centrifuge
0,2.27E-05,33,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium tetani,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Ruminiclostridium thermocellum,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium beijerinckii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium kluyveri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium novyi,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfosporosinus orientis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus acidophilus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus delbrueckii,centrifuge
0,6.19E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus plantarum,centrifuge
0,3.44E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus reuteri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus acetotolerans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus salivarius,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus sanfranciscensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Listeria seeligeri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Listeria innocua,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Listeria welshimeri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Corynebacterium pseudotuberculosis,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Peptoclostridium acidaminophilum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Tropheryma whipplei,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma arginini,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma hominis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma hyorhinis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma mycoides,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma synoviae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma californicum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma mobile,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acholeplasma laidlawii,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Mesoplasma florum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanosarcina barkeri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfobacterium autotrophicum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermoanaerobacter kivui,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermosipho africanus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Carnobacterium maltaromaticum,centrifuge
0,7.56E-06,11,S. saprophyticus - S. pyogenes,90.0/10.0,Bifidobacterium animalis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacteroides ovatus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Arcobacter nitrofigilis,centrifuge
