pct,reads,Experiment,mixture,tax_id,tax_name
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2051906,Exiguobacterium sp. N4-1P
3.10E-06,5,S. saprophyticus - S. pyogenes,50.0/50.0,1406,Paenibacillus polymyxa
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,37482,Laceyella sacchari
3.10E-06,5,S. saprophyticus - S. pyogenes,50.0/50.0,1492,Clostridium butyricum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1491,Clostridium botulinum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2320868,Clostridium sp. CT4
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1502,Clostridium perfringens
1.86E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,1912897,Blautia sp. N6H1-15
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,28446,Anaerotignum propionicum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,649756,Anaerostipes hadrus
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,58138,Desulfofarcimen acetoxidans
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,143361,Filifactor alocis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2734,Symbiobacterium thermophilum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2173034,Clostridiales bacterium 70B-A
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2086585,Christensenella sp. Marseille-P3954
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,375929,Natranaerobius thermophilus
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,158847,Megamonas hypermegale
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1712675,Turicibacter sp. H121
1.86E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,40318,Streptomyces nodosus
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1442032,Streptomyces sp. Z022
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,1725,Corynebacterium xerosis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,110539,Mycolicibacterium vanbaalenii
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,37928,Arthrobacter crystallopoietes
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,42197,Actinosynnema pretiosum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1805478,Olsenella sp. Marseille-P2300
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,86660,Mycoplasma dispar
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,28227,Mycoplasma penetrans
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2095,Mycoplasma capricolum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2094,Mycoplasma arginini
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2143,Spiroplasma gladiatoris
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,216934,Spiroplasma corruscae
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2151,Mesoplasma florum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,376219,Arthrospira sp. PCC 8005
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,43989,Cyanothece sp. ATCC 51142
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1137095,Scytonema sp. HK-05
1.86E-06,3,S. saprophyticus - S. pyogenes,50.0/50.0,587753,Pseudomonas chlororaphis
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,2083051,Pseudomonas sp. SWI6
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,287,Pseudomonas aeruginosa
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,303,Pseudomonas putida
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,47877,Pseudomonas amygdali
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,470,Acinetobacter baumannii
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,562,Escherichia coli
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,573,Klebsiella pneumoniae
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,587,Providencia rettgeri
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2218628,Photorhabdus laumondii
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,615,Serratia marcescens
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,554,Pectobacterium carotovorum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,55601,Vibrio anguillarum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,28229,Colwellia psychrerythraea
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,657445,Francisella noatunensis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,714,Aggregatibacter actinomycetemcomitans
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1444770,Xylella taiwanensis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,114186,Candidatus Carsonella ruddii
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,645,Aeromonas salmonicida
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,28104,Mesorhizobium huakuii
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,56426,Bartonella clarridgeiae
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,421000,Sulfitobacter donghicola
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,29575,Taylorella equigenitalis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1241978,Chryseobacterium bernardetii
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1014,Weeksella virosa
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2058135,Olleya sp. Bg11-27
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1008,Saprospira grandis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2350,Haliscomenobacter hydrossis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2033437,Chitinophaga sp. MD30
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,1307763,Kiritimatiella glycovorans
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,2094242,Victivallales bacterium CCUG 44730
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,309805,Persephonella marina
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,458033,Chloracidobacterium thermophilum
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,673862,Candidatus Babela massiliensis
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,693075,Caldisericum exile
8.67E-06,14,S. saprophyticus - S. pyogenes,50.0/50.0,9606,Homo sapiens
4.96E-06,8,S. saprophyticus - S. pyogenes,50.0/50.0,35344,Streptococcus phage T12
3.72E-06,6,S. saprophyticus - S. pyogenes,50.0/50.0,403905,Streptococcus phage P9
1.24E-06,2,S. saprophyticus - S. pyogenes,50.0/50.0,423476,Streptococcus phage phi3396
6.19E-07,1,S. saprophyticus - S. pyogenes,50.0/50.0,173707,Temperate phage phiNIH1.1
0.75837089,1176573,S. saprophyticus - S. pyogenes,90.0/10.0,29385,Staphylococcus saprophyticus
0.001967839,3053,S. saprophyticus - S. pyogenes,90.0/10.0,1280,Staphylococcus aureus
0.000427343,663,S. saprophyticus - S. pyogenes,90.0/10.0,1282,Staphylococcus epidermidis
0.000250089,388,S. saprophyticus - S. pyogenes,90.0/10.0,1286,Staphylococcus simulans
0.000240421,373,S. saprophyticus - S. pyogenes,90.0/10.0,1283,Staphylococcus haemolyticus
0.000235264,365,S. saprophyticus - S. pyogenes,90.0/10.0,283734,Staphylococcus pseudintermedius
0.00019079,296,S. saprophyticus - S. pyogenes,90.0/10.0,29382,Staphylococcus cohnii
0.000158562,246,S. saprophyticus - S. pyogenes,90.0/10.0,246432,Staphylococcus equorum
0.00013858,215,S. saprophyticus - S. pyogenes,90.0/10.0,1288,Staphylococcus xylosus
8.96E-05,139,S. saprophyticus - S. pyogenes,90.0/10.0,1292,Staphylococcus warneri
8.06E-05,125,S. saprophyticus - S. pyogenes,90.0/10.0,1290,Staphylococcus hominis
7.15E-05,111,S. saprophyticus - S. pyogenes,90.0/10.0,28035,Staphylococcus lugdunensis
6.96E-05,108,S. saprophyticus - S. pyogenes,90.0/10.0,214473,Staphylococcus nepalensis
6.70E-05,104,S. saprophyticus - S. pyogenes,90.0/10.0,2044912,Staphylococcus sp. SDB 2975
5.61E-05,87,S. saprophyticus - S. pyogenes,90.0/10.0,45972,Staphylococcus pasteuri
5.09E-05,79,S. saprophyticus - S. pyogenes,90.0/10.0,70255,Staphylococcus condimenti
3.67E-05,57,S. saprophyticus - S. pyogenes,90.0/10.0,29379,Staphylococcus auricularis
3.16E-05,49,S. saprophyticus - S. pyogenes,90.0/10.0,29384,Staphylococcus kloosii
2.90E-05,45,S. saprophyticus - S. pyogenes,90.0/10.0,1715860,Staphylococcus sp. AntiMn-1
1.35E-05,21,S. saprophyticus - S. pyogenes,90.0/10.0,61015,Staphylococcus succinus
1.29E-05,20,S. saprophyticus - S. pyogenes,90.0/10.0,29388,Staphylococcus capitis
1.22E-05,19,S. saprophyticus - S. pyogenes,90.0/10.0,373067,Staphylococcus sp. 693-2
1.10E-05,17,S. saprophyticus - S. pyogenes,90.0/10.0,46126,Staphylococcus chromogenes
7.73E-06,12,S. saprophyticus - S. pyogenes,90.0/10.0,1295,Staphylococcus schleiferi
7.73E-06,12,S. saprophyticus - S. pyogenes,90.0/10.0,985002,Staphylococcus argenteus
7.09E-06,11,S. saprophyticus - S. pyogenes,90.0/10.0,643214,Staphylococcus stepanovicii
7.09E-06,11,S. saprophyticus - S. pyogenes,90.0/10.0,170573,Staphylococcus pettenkoferi
5.80E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,985762,Staphylococcus agnetis
5.16E-06,8,S. saprophyticus - S. pyogenes,90.0/10.0,1281,Staphylococcus carnosus
4.51E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,308354,Staphylococcus simiae
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,46127,Staphylococcus felis
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,29380,Staphylococcus caprae
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,155085,Staphylococcus lutrae
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,1296,Staphylococcus sciuri
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,70258,Staphylococcus piscifermentans
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,1294,Staphylococcus muscae
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,53344,Staphylococcus delphini
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2025492,Staphylococcus sp. M0911
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1284,Staphylococcus hyicus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1654388,Staphylococcus schweitzeri
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,678601,Staphylococcus sp. CDC3
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,1849491,Auricoccus indicus
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1898474,Macrococcus sp. IME1552
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1855823,Macrococcus canis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,69966,Macrococcus caseolyticus
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1461582,Jeotgalicoccus saudimassiliensis
7.28E-05,113,S. saprophyticus - S. pyogenes,90.0/10.0,1392,Bacillus anthracis
4.25E-05,66,S. saprophyticus - S. pyogenes,90.0/10.0,1428,Bacillus thuringiensis
3.42E-05,53,S. saprophyticus - S. pyogenes,90.0/10.0,1396,Bacillus cereus
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,1405,Bacillus mycoides
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,580165,Bacillus cytotoxicus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,155322,Bacillus toyonensis
4.51E-05,70,S. saprophyticus - S. pyogenes,90.0/10.0,492670,Bacillus velezensis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1390,Bacillus amyloliquefaciens
1.87E-05,29,S. saprophyticus - S. pyogenes,90.0/10.0,1423,Bacillus subtilis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1452,Bacillus atrophaeus
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,2049935,Bacillus sp. Lzh-5
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,293387,Bacillus altitudinis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1049581,Bacillus cellulasensis
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,2093834,Bacillus sp. ZY-1-1
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,33932,Bacillus cohnii
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1404,Bacillus megaterium
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1783501,Bacillus freudenreichii
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,79880,Bacillus clausii
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1398,Bacillus coagulans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2011012,Bacillus sp. FJAT-45348
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1441095,Bacillus gobiensis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1215031,Bacillus thermocopriae
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,2086577,Lysinibacillus sp. Marseille-P5727
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,28031,Lysinibacillus fusiformis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2169540,Lysinibacillus sp. 2017
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2070463,Lysinibacillus sp. SGAir0095
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1421,Lysinibacillus sphaericus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,33938,Geobacillus thermocatenulatus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,169283,Geobacillus lituanicus
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,33940,Geobacillus thermodenitrificans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,129338,Geobacillus subterraneus
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,255247,Fictibacillus arsenicus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1221500,Fictibacillus phosphorivorans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1295642,Parageobacillus genomosp. 1
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,182710,Oceanobacillus iheyensis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1570,Halobacillus halophilus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,386490,Terribacillus goriensis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2213194,Paraliobacillus sp. X-1125
2.58E-05,40,S. saprophyticus - S. pyogenes,90.0/10.0,1639,Listeria monocytogenes
5.16E-06,8,S. saprophyticus - S. pyogenes,90.0/10.0,1406,Paenibacillus polymyxa
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,162209,Paenibacillus naphthalenovorans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,324057,Paenibacillus sp. JDR-2
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1450761,Aneurinibacillus sp. XH2
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,51101,Brevibacillus agri
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,1379,Gemella haemolysans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,132920,Exiguobacterium antarcticum
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,76853,Solibacillus silvestris
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2058136,Planococcus sp. MB-3u-03
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,37482,Laceyella sacchari
0.14466421,224439,S. saprophyticus - S. pyogenes,90.0/10.0,1314,Streptococcus pyogenes
0.000233975,363,S. saprophyticus - S. pyogenes,90.0/10.0,1334,Streptococcus dysgalactiae
2.19E-05,34,S. saprophyticus - S. pyogenes,90.0/10.0,1336,Streptococcus equi
9.99E-05,155,S. saprophyticus - S. pyogenes,90.0/10.0,1311,Streptococcus agalactiae
4.19E-05,65,S. saprophyticus - S. pyogenes,90.0/10.0,1329,Streptococcus canis
3.16E-05,49,S. saprophyticus - S. pyogenes,90.0/10.0,2420309,Streptococcus sp. FDAARGOS_521
2.13E-05,33,S. saprophyticus - S. pyogenes,90.0/10.0,1307,Streptococcus suis
1.74E-05,27,S. saprophyticus - S. pyogenes,90.0/10.0,2420310,Streptococcus sp. FDAARGOS_522
6.45E-06,10,S. saprophyticus - S. pyogenes,90.0/10.0,1328,Streptococcus anginosus
5.16E-06,8,S. saprophyticus - S. pyogenes,90.0/10.0,1338,Streptococcus intermedius
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,76860,Streptococcus constellatus
1.22E-05,19,S. saprophyticus - S. pyogenes,90.0/10.0,1313,Streptococcus pneumoniae
1.03E-05,16,S. saprophyticus - S. pyogenes,90.0/10.0,1304,Streptococcus salivarius
8.38E-06,13,S. saprophyticus - S. pyogenes,90.0/10.0,1348,Streptococcus parauberis
7.73E-06,12,S. saprophyticus - S. pyogenes,90.0/10.0,1308,Streptococcus thermophilus
7.09E-06,11,S. saprophyticus - S. pyogenes,90.0/10.0,1346,Streptococcus iniae
6.45E-06,10,S. saprophyticus - S. pyogenes,90.0/10.0,1814128,Streptococcus halotolerans
5.80E-06,9,S. saprophyticus - S. pyogenes,90.0/10.0,197614,Streptococcus pasteurianus
4.51E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,1335,Streptococcus equinus
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,82348,Streptococcus pluranimalium
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,1326,Streptococcus acidominimus
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,1349,Streptococcus uberis
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,1310,Streptococcus sobrinus
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,78535,Streptococcus viridans
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,1309,Streptococcus mutans
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,1340,Streptococcus porcinus
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,1305,Streptococcus sanguinis
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,149016,Streptococcus urinalis
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,45634,Streptococcus cristatus
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,1303,Streptococcus oralis
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,2173853,Streptococcus sp. Z15
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1316411,Streptococcus sp. HSISS2
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1316412,Streptococcus sp. HSISS3
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1319,Streptococcus sp. 'group B'
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1316409,Streptococcus sp. HSISB1
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,2420308,Streptococcus sp. FDAARGOS_520
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1811193,Streptococcus pantholopis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,102684,Streptococcus infantarius
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,361101,Streptococcus pseudoporcinus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2021971,Streptococcus respiraculi
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1111760,Streptococcus troglodytae
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,400065,Streptococcus merionis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1316408,Streptococcus sp. HSISM1
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1917441,Streptococcus ruminantium
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1902136,Streptococcus sp. NPS 308
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1888195,Streptococcus himalayensis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1156431,Streptococcus sp. I-G2
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1156433,Streptococcus sp. I-P16
1.10E-05,17,S. saprophyticus - S. pyogenes,90.0/10.0,1358,Lactococcus lactis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1364,Lactococcus piscium
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1363,Lactococcus garvieae
1.29E-05,20,S. saprophyticus - S. pyogenes,90.0/10.0,2506420,Weissella sp. 26KH-42
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,759620,Weissella ceti
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,137591,Weissella cibaria
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1629,Weissella viridescens
1.22E-05,19,S. saprophyticus - S. pyogenes,90.0/10.0,1351,Enterococcus faecalis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1352,Enterococcus faecium
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1354,Enterococcus hirae
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,633807,Vagococcus penaei
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1590,Lactobacillus plantarum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1624,Lactobacillus salivarius
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1582,Lactobacillus casei
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1599,Lactobacillus sakei
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1584,Lactobacillus delbrueckii
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,33959,Lactobacillus johnsonii
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,52242,Lactobacillus gallinarum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1610,Lactobacillus coryniformis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,148814,Lactobacillus kunkeei
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2269374,Lactobacillus terrae
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1720083,Lactobacillus sp. HSLZ-75
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,51663,Pediococcus damnosus
3.22E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,2751,Carnobacterium maltaromaticum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2036206,Aerococcaceae bacterium ZY16052
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1491,Clostridium botulinum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1492,Clostridium butyricum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1534,Clostridium kluyveri
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1509,Clostridium sporogenes
1.93E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,1496,Clostridioides difficile
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2081703,Peptostreptococcaceae bacterium oral taxon 929
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1565,Desulfotomaculum nigrificans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,58138,Desulfofarcimen acetoxidans
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,29360,Cellulosilyticum lentocellum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,29322,[Eubacterium] cellulosolvens
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,28187,Acetohalobium arabaticum
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,46354,Thermoanaerobacter wiegelii
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1712675,Turicibacter sp. H121
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1514105,Erysipelothrix larvae
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,33033,Parvimonas micra
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,1535768,Streptomyces lunaelactis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,40318,Streptomyces nodosus
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,28025,Bifidobacterium animalis
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,37928,Arthrobacter crystallopoietes
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,286802,Segniliparus rotundus
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,33910,Amycolatopsis mediterranei
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,79604,Denitrobacterium detoxificans
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,2107,Mycoplasma pulmonis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,264636,Acholeplasma hippikon
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2151,Mesoplasma florum
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,376219,Arthrospira sp. PCC 8005
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,2005464,Scytonema sp. NIES-4073
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,52022,Meiothermus silvanus
2.45E-05,38,S. saprophyticus - S. pyogenes,90.0/10.0,562,Escherichia coli
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,573,Klebsiella pneumoniae
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,244366,Klebsiella variicola
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,1134687,Klebsiella michiganensis
3.87E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,28901,Salmonella enterica
1.29E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,615,Serratia marcescens
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,584,Proteus mirabilis
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,126385,Providencia alcalifaciens
6.45E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,554,Pectobacterium carotovorum
2.58E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,303,Pseudomonas putida
